Sucursal;Trimestre Entrega;Capital Entregado ;Cantidad Cuotas;Importe Cuota;Interes Mensual;Zona Residencia;Edad;Nacionalidad;Informa Celular;Informa Tel Particular;Informa Email;Informa Tel Alternativo;Informa Nombre Jefe;Puesto Laboral;Ingreso Formal;Sexo;Target
Belgrano;IV;12000;18;1836;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;21739;M;Cumplidor
Belgrano;IV;25000;11;4891;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;19643;M;Cumplidor
Alem;IV;15000;17;2344;0.1;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;15553.6;M;Deudor
Alem;IV;23000;18;3519;0.1;Capital Federal;60;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;18245;M;Cumplidor
Alem;IV;15000;17;2344;0.1;Capital Federal;61;ARGENTINA;SI;NO ;SI;NO;NO;PORTERO;21325.5;M;Cumplidor
Alem;IV;5000;11;978;0.1;Zona Oeste;41;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;9903.8;F;Deudor
Once;I;20000;14;3378;0.1;Capital Federal;42;ARGENTINA;SI;SI;NO;NO;NO;OPERARIO;12175;M;Deudor
Once;IV;12000;15;1970;0.1;Capital Federal;42;ARGENTINA;SI;SI;NO;NO;NO;OPERARIO;12175;M;Deudor
Once;III;25000;11;5519;0.13;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;23000;M;Cumplidor
Once;IV;25000;23;3524;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;23000;M;Cumplidor
Belgrano;IV;10000;11;1956;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;10310;F;Cumplidor
Once;IV;10000;11;2207;0.13;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;10310;F;Cumplidor
Belgrano;IV;10000;11;1956;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;10310;F;Cumplidor
Once;IV;2000;3;1201;0.27;Capital Federal;69;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;14831;M;Cumplidor
;III;16830;15;1530;0.02;Capital Federal;53;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;6871;F;Deudor
Once;IV;10000;18;1530;0.1;Capital Federal;53;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;6871;F;Deudor
Belgrano;IV;15000;18;2295;0.1;Capital Federal;42;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;12325;M;Cumplidor
Once;IV;8000;11;1565;0.1;Capital Federal;38;ARGENTINA;SI;NO ;NO;SI;NO;COMERCIO;8066.3;M;Cumplidor
Once;II;15000;14;2533;0.1;Capital Federal;49;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;30538;F;Cumplidor
Once;IV;15000;18;2295;0.1;Capital Federal;49;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;30538;F;Cumplidor
Once;IV;15000;15;2462;0.1;Capital Federal;37;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;16582;M;Deudor
Once;I;14180;18;1512;0.05;;57;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10366;F;Cumplidor
Once;IV;10000;18;1530;0.1;;57;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10366;F;Cumplidor
Once;IV;20000;20;2949;0.1;Capital Federal;51;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;19306;M;Cumplidor
Once;IV;10000;14;2105;0.14;Capital Federal;51;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;19306;M;Cumplidor
Alem;IV;20000;18;3060;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;15502;M;Deudor
Once;IV;6000;11;1174;0.1;Zona Sur;49;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;11000;F;Cumplidor
Alem;III;20000;18;3060;0.1;Capital Federal;45;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;17985;F;Cumplidor
Alem;IV;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;17985;F;Cumplidor
;IV;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;17985;F;Cumplidor
Once;IV;20000;11;4415;0.13;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;19570;M;Cumplidor
Alem;IV;15000;17;2344;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;19570;M;Cumplidor
Once;IV;18000;22;2573;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;SALUD;18749;F;Deudor
Once;IV;10000;14;1689;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;SALUD;18749;F;Deudor
;II;12000;15;1970;0.1;;54;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;15529.9;M;Cumplidor
Once;II;15000;9;3593;0.13;;54;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;15529.9;M;Cumplidor
Alem;IV;5000;11;978;0.1;;54;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;15529.9;M;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;SALUD;6370.9;F;Cumplidor
Once;IV;13000;17;2032;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;SALUD;6370.9;F;Cumplidor
Once;I;10000;16;1600;0.1;Capital Federal;40;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;11938.9;F;Cumplidor
Once;IV;12000;16;1920;0.1;Capital Federal;40;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;11938.9;F;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;40;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;11938.9;F;Cumplidor
Once;IV;15000;17;2344;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;10821;M;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11245;F;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;58;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;16143;M;Cumplidor
Once;IV;15000;17;2344;0.1;Zona Sur;38;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;11071;F;Deudor
Alem;IV;12000;17;1875;0.1;Capital Federal;27;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;11800.8;M;Cumplidor
Alem;IV;8000;11;1565;0.1;Zona Sur;53;ARGENTINA;SI;SI;NO;NO;NO;OPERARIO;11546;F;Cumplidor
Alem;IV;5000;11;978;0.1;Capital Federal;54;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;4880;F;Cumplidor
Alem;IV;5000;11;978;0.1;;58;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;9331;F;Cumplidor
Belgrano;IV;17000;18;2601;0.1;Zona Oeste;34;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;15721;F;Deudor
Once;IV;15000;17;2344;0.1;Capital Federal;42;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;13050;F;Cumplidor
Once;IV;18000;18;3422;0.13;Capital Federal;42;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;13050;F;Cumplidor
Once;III;6903;9;1300;0.08;Capital Federal;28;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;10414;F;Cumplidor
Once;IV;5000;11;978;0.1;Capital Federal;28;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;10414;F;Cumplidor
Once;IV;8000;11;1565;0.1;Capital Federal;52;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;11943;F;Cumplidor
;I;5000;18;765;0.1;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;14000;M;Deudor
Once;IV;14000;26;1903;0.1;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;14000;M;Deudor
Belgrano;I;12000;18;1836;0.1;Capital Federal;62;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;6565;F;Deudor
Belgrano;IV;8000;18;1224;0.1;Capital Federal;62;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;6565;F;Deudor
Once;IV;10000;14;1689;0.1;Zona Sur;55;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12078;M;Cumplidor
Once;I;15000;14;2533;0.1;Zona Sur;55;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12078;M;Cumplidor
Once;IV;5000;9;1153;0.12;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11107;F;Cumplidor
Once;IV;5000;6;1689;0.17;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11107;F;Cumplidor
Alem;I;10000;14;1689;0.1;Zona Oeste;48;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;9443;F;Deudor
Once;I;15000;17;2344;0.1;;29;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;13852;F;Deudor
Once;I;10000;11;1956;0.1;Capital Federal;66;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;48749;F;Cumplidor
Belgrano;I;10000;18;1530;0.1;Zona Norte;30;ARGENTINA;SI;NO ;NO;SI;SI;COMERCIO;14133;M;Deudor
Once;I;7000;11;1369;0.1;Capital Federal;33;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;11000;M;Cumplidor
Once;I;10000;14;1689;0.1;Zona Sur;27;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;20636;F;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;29;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;16990;M;Cumplidor
Once;I;20000;11;3913;0.1;Capital Federal;43;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;32604;F;Cumplidor
Once;III;20000;11;4078;0.11;Capital Federal;43;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;32604;F;Cumplidor
Once;IV;20000;11;3913;0.1;Capital Federal;43;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;32604;F;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;50;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10581;M;Cumplidor
Once;IV;12000;15;1970;0.1;Capital Federal;50;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10581;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;48;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;21000;M;Deudor
Once;I;10000;16;1600;0.1;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;9726;F;Cumplidor
Once;I;17800;23;2032;0.07;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;9726;F;Cumplidor
Belgrano;I;7000;11;1369;0.1;Capital Federal;30;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;12637;M;Cumplidor
Once;I;7000;11;1369;0.1;Capital Federal;30;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;12637;M;Cumplidor
Alem;I;10000;14;1689;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;20000;M;Cumplidor
Once;I;16000;22;2287;0.1;Capital Federal;47;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;16733;M;Cumplidor
Once;I;5000;11;978;0.1;Zona Oeste;55;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;22000;F;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;52;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;14857;M;Cumplidor
Belgrano;I;15000;26;2039;0.1;Capital Federal;61;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;14711;M;Deudor
Once;I;5000;11;978;0.1;Capital Federal;40;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;13000;M;Cumplidor
Once;I;15000;17;2344;0.1;Zona Sur;37;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;12983;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;13181.3;F;Cumplidor
Once;III;7000;6;2059;0.13;Capital Federal;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;13181.3;F;Cumplidor
Alem;I;10000;14;1689;0.1;Zona Sur;46;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;19880.6;M;Deudor
Once;I;10000;14;1689;0.1;;37;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;13456;F;Deudor
Once;I;15000;17;2344;0.1;;27;ARGENTINA;SI;SI;NO;SI;SI;ADMINISTRACION;12546;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;36;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;13980;F;Deudor
Once;I;5000;11;978;0.1;Capital Federal;44;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;25728;F;Deudor
Once;I;3000;11;903;0.21;Capital Federal;52;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;24976;F;Cumplidor
Once;III;5000;11;1260;0.16;Capital Federal;52;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;24976;F;Cumplidor
Once;IV;4000;9;987;0.14;Capital Federal;52;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;24976;F;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;27;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;6555;M;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;9783;M;Cumplidor
;IV;6000;17;2344;0.33;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;9783;M;Cumplidor
Once;IV;6000;17;2344;0.33;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;9783;M;Cumplidor
Once;I;5000;9;1153;0.12;Capital Federal;44;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;10987;M;Deudor
Alem;I;10000;14;1689;0.1;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;6394;M;Cumplidor
Once;III;7000;6;2059;0.13;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;6394;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;57;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15000;M;Cumplidor
Once;I;20000;22;2858;0.1;Capital Federal;66;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;13920;M;Deudor
Once;I;5000;11;978;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;6197;F;Cumplidor
Once;I;25000;24;3478;0.1;Capital Federal;31;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;1800000;M;Deudor
Once;I;10000;18;1530;0.1;Capital Federal;50;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;12797;F;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;54;ARGENTINA;SI;SI;SI;NO;SI;SALUD;8042;F;Deudor
Alem;I;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;14099.4;F;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;14099.4;F;Cumplidor
Once;I;10000;18;1530;0.1;Zona Sur;48;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16265;F;Cumplidor
Once;II;15000;14;2533;0.1;Zona Sur;48;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16265;F;Cumplidor
Once;II;3000;3;1427;0.14;Zona Sur;48;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16265;F;Cumplidor
Once;I;15000;21;2176;0.1;Capital Federal;51;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;18076;F;Cumplidor
Alem;I;10000;14;1689;0.1;Zona Oeste;30;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;15793;M;Deudor
Once;I;5000;9;1153;0.12;Capital Federal;29;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;14595;F;Cumplidor
Once;I;20000;18;3060;0.1;Zona Sur;32;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;15183;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15000;M;Cumplidor
Once;III;15000;15;2695;0.11;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15000;M;Cumplidor
Alem;I;10000;14;1689;0.1;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;13000;M;Cumplidor
Once;I;16000;20;2359;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17317;M;Cumplidor
Once;II;3000;3;1427;0.14;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17317;M;Cumplidor
Once;III;20000;11;4078;0.11;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17317;M;Cumplidor
Once;III;20000;11;4078;0.11;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17317;M;Cumplidor
Once;III;20000;11;4078;0.11;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17317;M;Cumplidor
Once;I;5000;9;1153;0.12;Capital Federal;46;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15010;M;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16980;F;Cumplidor
Once;I;15000;18;2295;0.1;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16182.4;M;Deudor
Once;I;13000;19;1951;0.1;Zona Sur;58;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;13104;M;Deudor
Once;I;20000;18;3060;0.1;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;38425;M;Cumplidor
Once;II;22000;18;3366;0.1;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;38425;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;30;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;14822;F;Deudor
Once;I;10000;18;1530;0.1;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;10304.5;F;Deudor
Once;I;10000;21;1996;0.15;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;10304.5;F;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;21358;M;Cumplidor
Once;III;10000;11;2207;0.13;Capital Federal;41;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;21358;M;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;39;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;17331;M;Deudor
Alem;I;10000;14;1689;0.1;Zona Oeste;44;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;18255;M;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;30;ARGENTINA;SI;SI;NO;NO;NO;SALUD;14515;F;Cumplidor
Once;IV;3000;3;1689;0.23;Capital Federal;30;ARGENTINA;SI;SI;NO;NO;NO;SALUD;14515;F;Cumplidor
;I;10000;14;1689;0.1;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;6750.3;F;Cumplidor
Once;I;14000;23;1789;0.08;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;6750.3;F;Cumplidor
Once;I;14000;23;1789;0.08;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;6750.3;F;Cumplidor
Once;I;5000;11;978;0.1;Capital Federal;26;ARGENTINA;SI;NO ;SI;SI;SI;COMERCIO;6306;F;Cumplidor
Once;I;5000;11;978;0.1;Capital Federal;26;ARGENTINA;SI;NO ;SI;SI;SI;COMERCIO;6306;F;Cumplidor
;I;20000;26;2719;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;21745;M;Cumplidor
Once;I;20000;26;2719;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;21745;M;Cumplidor
Once;I;13000;18;1989;0.1;Capital Federal;43;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;11872.7;M;Deudor
Once;I;12000;17;1875;0.1;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;13405;M;Cumplidor
Once;II;3000;3;1427;0.14;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;13405;M;Cumplidor
Alem;I;12000;18;1836;0.1;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;11348;M;Deudor
Belgrano;I;7000;9;1614;0.12;Capital Federal;29;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;5283;M;Cumplidor
Belgrano;I;15000;26;2039;0.1;Capital Federal;54;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;9993;F;Cumplidor
Once;I;10000;14;1689;0.1;Zona Sur;49;ARGENTINA;SI;NO ;SI;NO;NO;SALUD;14404;F;Cumplidor
Once;II;15000;14;2533;0.1;Zona Sur;49;ARGENTINA;SI;NO ;SI;NO;NO;SALUD;14404;F;Cumplidor
Once;III;3000;3;1427;0.14;Zona Sur;49;ARGENTINA;SI;NO ;SI;NO;NO;SALUD;14404;F;Cumplidor
Once;IV;5000;6;1739;0.18;Zona Sur;49;ARGENTINA;SI;NO ;SI;NO;NO;SALUD;14404;F;Cumplidor
Once;I;5000;11;978;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;8060;F;Deudor
Once;I;15000;17;2344;0.1;Zona Sur;34;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;12190;F;Cumplidor
Once;I;15000;18;1789;0.06;Capital Federal;41;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;18909;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;18909;M;Deudor
Once;I;20000;25;2749;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;19092;M;Deudor
Alem;I;10000;14;1689;0.1;Capital Federal;42;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;18774;M;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;42;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;18774;M;Deudor
Belgrano;I;10000;18;1530;0.1;Capital Federal;48;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;13106;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;13172.2;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;63;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;22121;M;Deudor
Once;I;5000;18;765;0.1;Zona Sur;40;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;9119.6;M;Deudor
Once;II;10000;16;1600;0.1;Zona Sur;40;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;9119.6;M;Deudor
Alem;I;5000;11;978;0.1;Zona Sur;44;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11209;F;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;16000;M;Deudor
Once;I;10000;14;1689;0.1;Zona Sur;30;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;9312.3;F;Cumplidor
Once;I;7000;11;1369;0.1;;56;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;16942;F;Deudor
Once;IV;15000;17;2344;0.1;;56;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;16942;F;Deudor
Alem;I;7000;9;1614;0.12;Zona Sur;49;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;4659;F;Cumplidor
Once;IV;15000;18;2295;0.1;Zona Sur;49;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;4659;F;Cumplidor
Belgrano;I;15000;20;2212;0.1;Capital Federal;45;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17268;F;Deudor
Belgrano;I;10000;14;1689;0.1;Capital Federal;38;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;8450;F;Cumplidor
Belgrano;IV;10000;16;1976;0.14;Capital Federal;38;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;8450;F;Cumplidor
Belgrano;IV;10000;16;1976;0.14;Capital Federal;38;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;8450;F;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;16404;M;Cumplidor
Once;IV;3000;3;1427;0.14;Capital Federal;53;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;16404;M;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;40;ARGENTINA;SI;SI;SI;SI;SI;ADMINISTRACION;15062;M;Cumplidor
Once;I;10000;14;1689;0.1;;42;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;11707;M;Deudor
Once;I;12000;14;2027;0.1;;63;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17384;M;Cumplidor
Once;I;10000;18;1530;0.1;Zona Oeste;63;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12603;M;Deudor
Once;I;20710;27;1530;0.04;Zona Oeste;63;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12603;M;Deudor
Once;II;2000;3;978;0.16;Zona Oeste;63;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12603;M;Deudor
Once;I;6000;15;985;0.1;Capital Federal;57;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;7556;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;10820;F;Cumplidor
Once;I;5000;11;978;0.1;Zona Oeste;40;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;16710;M;Deudor
Once;IV;5000;11;978;0.1;Zona Oeste;40;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;16710;M;Deudor
Once;I;10000;14;1689;0.1;Zona Oeste;52;ARGENTINA;SI;SI;NO;NO;SI;SALUD;21832;F;Cumplidor
Alem;I;11000;14;1858;0.1;Zona Sur;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;9383.8;M;Cumplidor
Once;I;10000;14;1689;0.1;;57;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;20381.7;M;Cumplidor
